Welcome to the profile statistics browser.
profile.txt% profile.txt% Tue Sep 29 15:08:21 2020    profile.txt

         4711831 function calls (4499771 primitive calls) in 36.976 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:707(get_targets)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:250(FunctionTemplate)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/executionengine.py:41(ExecutionEngine)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/backends/cudnn/__init__.py:113(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/_type_aliases.py:62(<setcomp>)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/callconv.py:342(_make_call_helper)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:1034(State)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/debuginfo.py:64(finalize)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:727(__str__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/context.py:6(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/optim/lr_scheduler.py:128(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/backends/mkldnn/__init__.py:25(MkldnnModule)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/laplace.py:8(Laplace)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/caching.py:100(save_overload)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:108(codegen)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/types.py:443(__len__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/parsers.py:3458(_clean_na_values)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/_lib/_pep440.py:392(_parse_letter_version)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:122(_customize_flags)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/setdecl.py:183(ConcreteInplaceSetOperator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:1267(verify)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:3406(dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/tz/tz.py:195(tzlocal)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/debuginfo.py:47(DummyDIBuilder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/abstract.py:264(Callable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/extern/__init__.py:10(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/tz/_common.py:13(tzname_in_python2)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/lowering.py:63(init)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/autograd/profiler.py:610(attr_formatter)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/dtypes/dtypes.py:446(validate_ordered)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/interpreter.py:441(op_NOP)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:388(DIValue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/ffi.py:165(OutputString)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/quantized/modules/conv.py:149(Conv1d)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/caching.py:97(load_overload)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:940(TypeInferer)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/jit/frontend.py:289(StmtBuilder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/index_tricks.py:517(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/util/_decorators.py:249(deprecate_nonkeyword_arguments)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/arraymath.py:834(nan_min_max_factory)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/sparse/data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/groupby/categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/tz/_common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/compat/__init__.py:91(is_platform_32bit)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/unicode.py:1980(gen_isX)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:1110(get_preferred_array_alignment)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/rewrites/static_raise.py:17(_is_exception_type)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:1316(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/series.py:121(_coerce_method)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/parsers.py:3325(_make_date_converter)
        5    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/typing.py:286(__init_subclass__)
        5    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/collections/__init__.py:554(__missing__)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/engines.py:39(AbstractEngine)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/ops/methods.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/rangeobj.py:101(RangeIter)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:1717(unify_finished)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:31(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/abstract.py:80(Type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/transforms.py:235(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/multiprocessing/context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributed/constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/backends/mkldnn/__init__.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/inspect.py:2730(Signature)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/threading.py:900(_set_native_id)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/arrays/timedeltas.py:39(_field_accessor)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/optim/lr_scheduler.py:131(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/textwrap.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/multiprocessing/connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexing.py:575(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/_config/config.py:557(_get_root)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/parallel.py:533(gen_snt_check)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/compiler_machinery.py:247(finalized)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:105(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/subprocess.py:99(CalledProcessError)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/debuginfo.py:49(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pytz/tzfile.py:13(_byte_string)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/backends/__init__.py:27(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/bytecode.py:168(__iter__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/utils.py:7(_ntuple)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/cmathimpl.py:93(intrinsic_complex_unary)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:79(BaseTypeInference)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/parfors/parfor_lowering_utils.py:11(ParforLoweringBuilder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/rewrites/macros.py:38(ExpandMacros)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/lowering.py:18(BaseLower)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:1269(DeferredStructModel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/multiprocessing/_atfork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/email/base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/_iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/tz/tz.py:1161(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/cgutils.py:90(_StructProxy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:344(register_loader_type)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/runtime/context.py:6(NRTContext)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/_config/config.py:228(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/tz/_factories.py:6(_TzSingleton)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/setobj.py:1093(SetIterInstance)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/listobj.py:42(_ListPayloadMixin)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:138(NumpyRulesArrayOperator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:274(op_POP_TOP)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:1612(__new__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/parsers.py:2216(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/argparse.py:1253(_ActionsContainer)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/parser/__init__.py:42(private_class)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/transforms.py:268(replace)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/debuginfo.py:58(mark_subprogram)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/optim/lr_scheduler.py:135(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:24(Signature)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/cpu_options.py:48(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeconv/castgraph.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/_compat.py:4(<module>)
